cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Erythrocyte,GO:1904030,negative regulation of cyclin-dependent protein kinase activity,3/215,27/28891,0.0010418777613985357,0.038894507483477135,0.03382789151690686,Cdkn1b/Cdkn1a/Cdk5rap1,3
Erythrocyte,GO:0002820,negative regulation of adaptive immune response,4/215,60/28891,0.0010496484459496603,0.038894507483477135,0.03382789151690686,Cr2/Cd160/Il4i1/Il4i1b,4
Erythrocyte,GO:1902107,positive regulation of leukocyte differentiation,7/215,213/28891,0.0011252340562533224,0.040583441628869836,0.03529681565931475,Xbp1/Cd4/Adam8/H2-DMa/Arid1b/Il4i1/Il4i1b,7
Erythrocyte,GO:1903708,positive regulation of hemopoiesis,7/215,213/28891,0.0011252340562533224,0.040583441628869836,0.03529681565931475,Xbp1/Cd4/Adam8/H2-DMa/Arid1b/Il4i1/Il4i1b,7
Erythrocyte,GO:0034655,nucleobase-containing compound catabolic process,10/215,414/28891,0.0011457755798774374,0.04061301244831758,0.035322534418519236,Khsrp/Hnrnpa0/Cnot8/Noct/Dnase1l3/Pan3/Rnps1/Alkbh5/Slfn2/Rnaset2a,10
Erythrocyte,GO:0031334,positive regulation of protein-containing complex assembly,7/215,214/28891,0.0011560820549058979,0.04061301244831758,0.035322534418519236,Rhoc/Cdkn1b/Ccl24/Clu/Cxcl13/Atat1/Skap1,7
Erythrocyte,GO:0031331,positive regulation of cellular catabolic process,9/215,349/28891,0.0012836101548765392,0.044449083193010025,0.03865889714422703,Khsrp/Dcn/Xbp1/Cnot8/Noct/Adam8/Trp53inp1/Pan3/Irgm2,9
Erythrocyte,GO:0002237,response to molecule of bacterial origin,10/215,421/28891,0.0012981432799437308,0.044449083193010025,0.03865889714422703,Hnrnpa0/Slpi/Xbp1/Cxcl13/Noct/Cr2/Ptafr/Nuggc/Irgm2/Selenos,10
Erythrocyte,GO:0031640,killing of cells of another organism,5/215,110/28891,0.0014159393168076385,0.04692908299494588,0.04081583830866974,Hmgn2/Cxcl13/Ccl22/Lyz1/Irgm2,5
Erythrocyte,GO:0141061,disruption of cell in another organism,5/215,110/28891,0.0014159393168076385,0.04692908299494588,0.04081583830866974,Hmgn2/Cxcl13/Ccl22/Lyz1/Irgm2,5
Erythrocyte,GO:0002837,regulation of immune response to tumor cell,3/215,30/28891,0.0014226191517876386,0.04692908299494588,0.04081583830866974,Cd160/Il4i1/Il4i1b,3
Erythrocyte,GO:0001954,positive regulation of cell-matrix adhesion,4/215,66/28891,0.0014984657424691292,0.04725818175037371,0.04110206682054101,Enpp2/Myh9/Cd3e/Skap1,4
Erythrocyte,GO:0061077,chaperone-mediated protein folding,4/215,66/28891,0.0014984657424691292,0.04725818175037371,0.04110206682054101,Fkbp11/Clu/H2-DMa/Dnajb3,4
Erythrocyte,GO:2000401,regulation of lymphocyte migration,4/215,66/28891,0.0014984657424691292,0.04725818175037371,0.04110206682054101,Madcam1/Cxcl13/Adam8/Selenok,4
Erythrocyte,GO:0045619,regulation of lymphocyte differentiation,7/215,224/28891,0.0015024782367956153,0.04725818175037371,0.04110206682054101,Xbp1/Adam8/Dtx1/H2-DMa/Arid1b/Il4i1/Il4i1b,7
Erythrocyte,GO:2000241,regulation of reproductive process,7/215,225/28891,0.001541131169700096,0.047609671499570835,0.04140776955016669,Cdkn1b/Ube2b/Myh9/Eaf2/Cacna1h/Prdx4/Ptafr,7
Erythrocyte,GO:0043488,regulation of mRNA stability,6/215,166/28891,0.0015660898197742182,0.047609671499570835,0.04140776955016669,Khsrp/Hnrnpa0/Cnot8/Noct/Pan3/Alkbh5,6
Erythrocyte,GO:0002834,regulation of response to tumor cell,3/215,31/28891,0.0015664549957344934,0.047609671499570835,0.04140776955016669,Cd160/Il4i1/Il4i1b,3
Erythrocyte,GO:0097530,granulocyte migration,6/215,167/28891,0.0016145626344577653,0.04852657695786951,0.04220523377793107,Ccl24/Ccl6/Cxcl13/Adam8/Ccl22/Selenok,6
Erythrocyte,GO:1902105,regulation of leukocyte differentiation,9/215,363/28891,0.0016804294854478451,0.049951228111389245,0.043444301908339325,Xbp1/Gpr137b/Cd4/Adam8/Dtx1/H2-DMa/Arid1b/Il4i1/Il4i1b,9
Germinal centre,GO:0010038,response to metal ion,2/5,320/28891,0.0011963074951391965,0.036522094542675396,0.008997604478598643,Slc40a1/Pam,2
Germinal centre,GO:1902255,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,1/5,10/28891,0.001729564777190995,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:0009404,toxin metabolic process,1/5,12/28891,0.0020751903798092997,0.036522094542675396,0.008997604478598643,Pam,1
Germinal centre,GO:0071281,cellular response to iron ion,1/5,12/28891,0.0020751903798092997,0.036522094542675396,0.008997604478598643,Slc40a1,1
Germinal centre,GO:0007144,female meiosis I,1/5,14/28891,0.0024207202445787335,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:0021979,hypothalamus cell differentiation,1/5,14/28891,0.0024207202445787335,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:1900029,positive regulation of ruffle assembly,1/5,15/28891,0.002593449281486193,0.036522094542675396,0.008997604478598643,Eps8l1,1
Germinal centre,GO:1901570,fatty acid derivative biosynthetic process,1/5,19/28891,0.0032841261839412494,0.036522094542675396,0.008997604478598643,Pam,1
Germinal centre,GO:0035821,modulation of process of another organism,1/5,21/28891,0.0036293211228627387,0.036522094542675396,0.008997604478598643,Slpi,1
Germinal centre,GO:0072520,seminiferous tubule development,1/5,21/28891,0.0036293211228627387,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:0010039,response to iron ion,1/5,22/28891,0.003801882722945238,0.036522094542675396,0.008997604478598643,Slc40a1,1
Germinal centre,GO:0021854,hypothalamus development,1/5,25/28891,0.004319424075499012,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:0034643,"establishment of mitochondrion localization, microtubule-mediated",1/5,25/28891,0.004319424075499012,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:0047497,mitochondrion transport along microtubule,1/5,25/28891,0.004319424075499012,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:0007141,male meiosis I,1/5,29/28891,0.005009144593702719,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:0034755,iron ion transmembrane transport,1/5,29/28891,0.005009144593702719,0.036522094542675396,0.008997604478598643,Slc40a1,1
Germinal centre,GO:1900027,regulation of ruffle assembly,1/5,29/28891,0.005009144593702719,0.036522094542675396,0.008997604478598643,Eps8l1,1
Germinal centre,GO:0021884,forebrain neuron development,1/5,30/28891,0.005181514986503988,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:0060343,trabecula formation,1/5,30/28891,0.005181514986503988,0.036522094542675396,0.008997604478598643,Slc40a1,1
Germinal centre,GO:0051654,establishment of mitochondrion localization,1/5,32/28891,0.0055261841053921845,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:0060586,multicellular organismal-level iron ion homeostasis,1/5,32/28891,0.0055261841053921845,0.036522094542675396,0.008997604478598643,Slc40a1,1
Germinal centre,GO:1901798,positive regulation of signal transduction by p53 class mediator,1/5,33/28891,0.005698482836445806,0.036522094542675396,0.008997604478598643,Ubb,1
Germinal centre,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,1/5,36/28891,0.006215235745839154,0.03800911752749035,0.009363948327041297,Ubb,1
Germinal centre,GO:0010043,response to zinc ion,1/5,38/28891,0.006559618307121484,0.03800911752749035,0.009363948327041297,Pam,1
Germinal centre,GO:0097178,ruffle assembly,1/5,43/28891,0.007420157031022279,0.03800911752749035,0.009363948327041297,Eps8l1,1
Germinal centre,GO:0007143,female meiotic nuclear division,1/5,45/28891,0.007764205500974564,0.03800911752749035,0.009363948327041297,Ubb,1
Germinal centre,GO:0009268,response to pH,1/5,45/28891,0.007764205500974564,0.03800911752749035,0.009363948327041297,Pam,1
Germinal centre,GO:1901568,fatty acid derivative metabolic process,1/5,45/28891,0.007764205500974564,0.03800911752749035,0.009363948327041297,Pam,1
Germinal centre,GO:0048536,spleen development,1/5,48/28891,0.00828009931835072,0.03800911752749035,0.009363948327041297,Slc40a1,1
Germinal centre,GO:0016601,Rac protein signal transduction,1/5,51/28891,0.008795778530197085,0.03800911752749035,0.009363948327041297,Eps8l1,1
Germinal centre,GO:0021879,forebrain neuron differentiation,1/5,53/28891,0.009139445479201536,0.03800911752749035,0.009363948327041297,Ubb,1
Germinal centre,GO:0031529,ruffle organization,1/5,56/28891,0.009654767163962408,0.03800911752749035,0.009363948327041297,Eps8l1,1
Germinal centre,GO:0045071,negative regulation of viral genome replication,1/5,56/28891,0.009654767163962408,0.03800911752749035,0.009363948327041297,Slpi,1
Germinal centre,GO:0051646,mitochondrion localization,1/5,56/28891,0.009654767163962408,0.03800911752749035,0.009363948327041297,Ubb,1
Germinal centre,GO:0061383,trabecula morphogenesis,1/5,57/28891,0.009826493405133974,0.03800911752749035,0.009363948327041297,Slc40a1,1
Germinal centre,GO:0006513,protein monoubiquitination,1/5,59/28891,0.01016987442172712,0.03800911752749035,0.009363948327041297,Ubb,1
Germinal centre,GO:0006826,iron ion transport,1/5,60/28891,0.010341529202106403,0.03800911752749035,0.009363948327041297,Slc40a1,1
Germinal centre,GO:0007140,male meiotic nuclear division,1/5,61/28891,0.010513160167178182,0.03800911752749035,0.009363948327041297,Ubb,1
Germinal centre,GO:0019748,secondary metabolic process,1/5,61/28891,0.010513160167178182,0.03800911752749035,0.009363948327041297,Pam,1
Germinal centre,GO:0021872,forebrain generation of neurons,1/5,65/28891,0.011199445923955276,0.03947804688194235,0.009725834618171688,Ubb,1
Germinal centre,GO:0060612,adipose tissue development,1/5,71/28891,0.01222816052111686,0.04083294834765972,0.010059628932234199,Ubb,1
Germinal centre,GO:0140115,export across plasma membrane,1/5,71/28891,0.01222816052111686,0.04083294834765972,0.010059628932234199,Slc40a1,1
Germinal centre,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,1/5,73/28891,0.012570875055966324,0.04083294834765972,0.010059628932234199,Ubb,1
Germinal centre,GO:0006879,intracellular iron ion homeostasis,1/5,74/28891,0.01274219664749665,0.04083294834765972,0.010059628932234199,Slc40a1,1
Germinal centre,GO:0021536,diencephalon development,1/5,76/28891,0.013084768491148258,0.04099894127226454,0.010100523045798655,Ubb,1
Germinal centre,GO:0035023,regulation of Rho protein signal transduction,1/5,85/28891,0.014625165177446275,0.04268973271151675,0.010517067409332235,Eps8l1,1
Germinal centre,GO:1901796,regulation of signal transduction by p53 class mediator,1/5,85/28891,0.014625165177446275,0.04268973271151675,0.010517067409332235,Ubb,1
Germinal centre,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,1/5,86/28891,0.014796201564799993,0.04268973271151675,0.010517067409332235,Ubb,1
Germinal centre,GO:0072384,organelle transport along microtubule,1/5,88/28891,0.015138203089190339,0.04268973271151675,0.010517067409332235,Ubb,1
Germinal centre,GO:0140962,multicellular organismal-level chemical homeostasis,1/5,88/28891,0.015138203089190339,0.04268973271151675,0.010517067409332235,Slc40a1,1
Germinal centre,GO:0045069,regulation of viral genome replication,1/5,92/28891,0.015821921205958933,0.04290174788538865,0.0105692995910252,Slpi,1
Germinal centre,GO:0051881,regulation of mitochondrial membrane potential,1/5,92/28891,0.015821921205958933,0.04290174788538865,0.0105692995910252,Ubb,1
Germinal centre,GO:0002260,lymphocyte homeostasis,1/5,95/28891,0.01633446055592669,0.04345582902614459,0.010705803343507066,Slc40a1,1
Germinal centre,GO:0021954,central nervous system neuron development,1/5,98/28891,0.016846786347835208,0.04398883101934749,0.010837114024923232,Ubb,1
Germinal centre,GO:0032091,negative regulation of protein binding,1/5,100/28891,0.017188218265368094,0.044064341371216384,0.010855716799179849,Slpi,1
Germinal centre,GO:0000041,transition metal ion transport,1/5,103/28891,0.01770018827549036,0.04456654547935965,0.010979440095698907,Slc40a1,1
Germinal centre,GO:0048525,negative regulation of viral process,1/5,105/28891,0.018041383066950134,0.04462868442877139,0.010994748683459916,Slpi,1
Germinal centre,GO:0031398,positive regulation of protein ubiquitination,1/5,118/28891,0.020256838958427004,0.047274160783274545,0.01164648977863427,Ubb,1
Germinal centre,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,1/5,118/28891,0.020256838958427004,0.047274160783274545,0.01164648977863427,Eps8l1,1
Germinal centre,GO:0021761,limbic system development,1/5,120/28891,0.020597323112707344,0.047274160783274545,0.01164648977863427,Ubb,1
Germinal centre,GO:0008585,female gonad development,1/5,122/28891,0.020937712599305103,0.047274160783274545,0.01164648977863427,Ubb,1
Germinal centre,GO:0019079,viral genome replication,1/5,125/28891,0.0214481193704833,0.047274160783274545,0.01164648977863427,Slpi,1
Germinal centre,GO:0046545,development of primary female sexual characteristics,1/5,125/28891,0.0214481193704833,0.047274160783274545,0.01164648977863427,Ubb,1
Germinal centre,GO:0048534,hematopoietic or lymphoid organ development,1/5,127/28891,0.021788272274242182,0.047274160783274545,0.01164648977863427,Slc40a1,1
Germinal centre,GO:0001676,long-chain fatty acid metabolic process,1/5,128/28891,0.02195831325041475,0.047274160783274545,0.01164648977863427,Pam,1
Germinal centre,GO:0097009,energy homeostasis,1/5,129/28891,0.02212833057940511,0.047274160783274545,0.01164648977863427,Ubb,1
Germinal centre,GO:0007127,meiosis I,1/5,134/28891,0.02297806260294355,0.04732644426671161,0.011659370368058853,Ubb,1
Germinal centre,GO:0003158,endothelium development,1/5,137/28891,0.023487618208708594,0.04732644426671161,0.011659370368058853,Slc40a1,1
Germinal centre,GO:0007266,Rho protein signal transduction,1/5,138/28891,0.02365742282403016,0.04732644426671161,0.011659370368058853,Eps8l1,1
Germinal centre,GO:0061982,meiosis I cell cycle process,1/5,139/28891,0.023827203816826792,0.04732644426671161,0.011659370368058853,Ubb,1
Germinal centre,GO:0019731,antibacterial humoral response,1/5,140/28891,0.023996961189563182,0.04732644426671161,0.011659370368058853,Slpi,1
Germinal centre,GO:0001776,leukocyte homeostasis,1/5,141/28891,0.024166694944703804,0.04732644426671161,0.011659370368058853,Slc40a1,1
Germinal centre,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,1/5,145/28891,0.024845393838597518,0.047989048373181506,0.011822609901567672,Ubb,1
Germinal centre,GO:0072331,signal transduction by p53 class mediator,1/5,153/28891,0.026201658730823252,0.048589368349524605,0.011970505080509982,Ubb,1
Germinal centre,GO:0046660,female sex differentiation,1/5,155/28891,0.026540489048914595,0.048589368349524605,0.011970505080509982,Ubb,1
Germinal centre,GO:0008584,male gonad development,1/5,156/28891,0.026709868835758543,0.048589368349524605,0.011970505080509982,Ubb,1
Germinal centre,GO:1903900,regulation of viral life cycle,1/5,156/28891,0.026709868835758543,0.048589368349524605,0.011970505080509982,Slpi,1
Germinal centre,GO:0046546,development of primary male sexual characteristics,1/5,157/28891,0.026879225044417865,0.048589368349524605,0.011970505080509982,Ubb,1
Neutrophil,GO:0002181,cytoplasmic translation,16/150,148/28891,7.485856623216077e-17,1.6933007681714767e-13,1.4049770904415017e-13,Rpl13/Rps27a/Rps24/Rps3a1/Rps20/Rpl22/Rps29/Rpl21/Rps2/Rpl37a/Rpl9/Rps8/Rps10/Rps7/Rps28/Uba52,16
Neutrophil,GO:0140236,translation at presynapse,10/150,47/28891,4.6136006150640095e-14,3.281047901931216e-11,2.7223734976701374e-11,Rpl13/Rpl10/Rps27a/Rps24/Rpl22/Rpl37a/Rpl9/Rps10/Rps28/Uba52,10
Neutrophil,GO:0140241,translation at synapse,10/150,48/28891,5.80202988847253e-14,3.281047901931216e-11,2.7223734976701374e-11,Rpl13/Rpl10/Rps27a/Rps24/Rpl22/Rpl37a/Rpl9/Rps10/Rps28/Uba52,10
Neutrophil,GO:0140242,translation at postsynapse,10/150,48/28891,5.80202988847253e-14,3.281047901931216e-11,2.7223734976701374e-11,Rpl13/Rpl10/Rps27a/Rps24/Rpl22/Rpl37a/Rpl9/Rps10/Rps28/Uba52,10
Neutrophil,GO:0030970,"retrograde protein transport, ER to cytosol",7/150,26/28891,5.348112630580921e-11,2.0162384617290072e-8,1.672927161460664e-8,Derl3/H13/Edem1/Herpud1/Edem2/Sec61b/Selenos,7
Neutrophil,GO:1903513,endoplasmic reticulum to cytosol transport,7/150,26/28891,5.348112630580921e-11,2.0162384617290072e-8,1.672927161460664e-8,Derl3/H13/Edem1/Herpud1/Edem2/Sec61b/Selenos,7
Neutrophil,GO:0006986,response to unfolded protein,10/150,112/28891,3.784608433815509e-10,1.2229691824700976e-7,1.0147303515027147e-7,Hspb1/Derl3/Xbp1/Pdia6/Edem1/Herpud1/Manf/Edem2/Creb3l2/Selenos,10
Neutrophil,GO:0032527,protein exit from endoplasmic reticulum,7/150,42/28891,2.0463784436033214e-9,5.786135049288391e-7,4.800911532822003e-7,Derl3/H13/Edem1/Herpud1/Edem2/Sec61b/Selenos,7
Neutrophil,GO:0035966,response to topologically incorrect protein,10/150,135/28891,2.3793487612024856e-9,5.980096553155581e-7,4.961846597922845e-7,Hspb1/Derl3/Xbp1/Pdia6/Edem1/Herpud1/Manf/Edem2/Creb3l2/Selenos,10
Neutrophil,GO:0045047,protein targeting to ER,7/150,45/28891,3.397687907714926e-9,7.685570047251162e-7,6.376923725742857e-7,Spcs1/Srp9/Edem1/Herpud1/Spcs2/Tram2/Sec61b,7
Neutrophil,GO:0072599,establishment of protein localization to endoplasmic reticulum,7/150,49/28891,6.321043288030376e-9,1.29983635613861e-6,1.0785091083787715e-6,Spcs1/Srp9/Edem1/Herpud1/Spcs2/Tram2/Sec61b,7
Neutrophil,GO:0070972,protein localization to endoplasmic reticulum,8/150,78/28891,7.544838028172083e-9,1.4222019683104376e-6,1.1800391407220022e-6,Spcs1/Srp9/Edem1/Herpud1/Gabarapl2/Spcs2/Tram2/Sec61b,8
Neutrophil,GO:0034976,response to endoplasmic reticulum stress,12/150,266/28891,1.6208672429805982e-8,2.8203090027862407e-6,2.3400860682059977e-6,Derl3/H13/Hsp90b1/Xbp1/Pdia6/Edem1/Herpud1/Manf/Edem2/Selenok/Sec61b/Selenos,12
Neutrophil,GO:0006487,protein N-linked glycosylation,7/150,65/28891,4.7798391336786174e-8,7.722854371700738e-6,6.407859530337575e-6,Derl3/Rpn2/B4galt1/Rpn1/Ost4/Ostc/Krtcap2,7
Neutrophil,GO:0036503,ERAD pathway,8/150,109/28891,1.067600978767103e-7,1.6099422759807914e-5,1.3358123123801719e-5,Derl3/H13/Hsp90b1/Edem1/Herpud1/Edem2/Sec61b/Selenos,8
Neutrophil,GO:0097193,intrinsic apoptotic signaling pathway,12/150,327/28891,1.5458412939726705e-7,2.1854331293538627e-5,1.8133125178639942e-5,Hspb1/Ubb/Xbp1/Eaf2/Herpud1/Selenok/S100a8/Rps7/Eno1/Ppia/Selenos/Bcl2a1b,12
Neutrophil,GO:0030433,ubiquitin-dependent ERAD pathway,7/150,83/28891,2.636861313602798e-7,3.5085766419820756e-5,2.91116019947603e-5,Derl3/Hsp90b1/Edem1/Herpud1/Edem2/Sec61b/Selenos,7
Neutrophil,GO:0050853,B cell receptor signaling pathway,6/150,55/28891,4.1636579079721035e-7,5.2323301043516105e-5,4.3414047075521996e-5,Cd79a/Cd22/Cd19/Plcg2/Cd79b/Blnk,6
Neutrophil,GO:0006605,protein targeting,11/150,303/28891,5.763320391991583e-7,6.861384592992084e-5,5.6930749356903005e-5,Hspa8/Spcs1/Srp9/Edem1/Herpud1/Spcs2/Nacad/Tram2/Sec61b/Atp5if1/Irgm2,11
Neutrophil,GO:2001242,regulation of intrinsic apoptotic signaling pathway,9/150,194/28891,8.464678512894931e-7,9.573551398084167e-5,7.94343252025877e-5,Hspb1/Ubb/Xbp1/Herpud1/S100a8/Rps7/Eno1/Ppia/Selenos,9
Neutrophil,GO:0006465,signal peptide processing,4/150,15/28891,9.113550864065117e-7,9.816596216435854e-5,8.145093328635643e-5,H13/Spcs1/Sec11c/Spcs2,4
Neutrophil,GO:0009100,glycoprotein metabolic process,11/150,354/28891,2.6157489928535518e-6,2.6894655553794247e-4,2.231521748448748e-4,Derl3/St3gal6/Rpn2/B4galt1/Rpn1/Edem1/Ago2/Edem2/Ost4/Ostc/Krtcap2,11
Neutrophil,GO:0006457,protein folding,8/150,173/28891,3.58881652337795e-6,3.529523032991706e-4,2.9285399822347305e-4,Fkbp11/Hspb1/Hspa8/Hsp90b1/Prdx4/Bag1/Txndc5/Ppia,8
Neutrophil,GO:0042113,B cell activation,10/150,320/28891,7.195001032604102e-6,6.781288473229366e-4,0.00056266170355847005,Cd79a/Xbp1/Tfrc/Mzb1/Cd22/Cd19/Pou2af1/Plcg2/Cd79b/Blnk,10
Neutrophil,GO:0030098,lymphocyte differentiation,12/150,486/28891,9.505626750519974e-6,8.409450556227084e-4,6.977546810811529e-4,Cd79a/Hspb1/Rhoa/Xbp1/Irf4/Rpl22/Actb/Cd19/Pou2af1/Plcg2/Smarce1/Cd79b,12
Neutrophil,GO:0006486,protein glycosylation,8/150,199/28891,1.0037805703719332e-5,8.409450556227084e-4,6.977546810811529e-4,Derl3/St3gal6/Rpn2/B4galt1/Rpn1/Ost4/Ostc/Krtcap2,8
Neutrophil,GO:0043413,macromolecule glycosylation,8/150,199/28891,1.0037805703719332e-5,8.409450556227084e-4,6.977546810811529e-4,Derl3/St3gal6/Rpn2/B4galt1/Rpn1/Ost4/Ostc/Krtcap2,8
Neutrophil,GO:0042744,hydrogen peroxide catabolic process,4/150,30/28891,1.7221021563922614e-5,0.001391212527771177,0.0011543263702433844,Prdx4/Hbb-b1/Hba-a1/Hbb-bt,4
Neutrophil,GO:0009205,purine ribonucleoside triphosphate metabolic process,7/150,160/28891,2.1231306143179167e-5,0.0016183311784297493,0.0013427728098749328,Rhoa/Hspa8/Cox11/Nme2/Atp5if1/Eno1/Ndufb1,7
Neutrophil,GO:0009101,glycoprotein biosynthetic process,9/150,289/28891,2.1463278228511263e-5,0.0016183311784297493,0.0013427728098749328,Derl3/St3gal6/Rpn2/B4galt1/Rpn1/Ago2/Ost4/Ostc/Krtcap2,9
Neutrophil,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,6/150,110/28891,2.4334421431911013e-5,0.0017206198269495853,0.0014276444466709065,Hspb1/Xbp1/Herpud1/Eno1/Ppia/Selenos,6
